Geometry X Y;Geometry;INSEE;lv1962;lv1968;lv1975;lv1982;lv1990;lv1999;lv2006;Lv2007;Lv2008;Lv2009
49.2131273963, 1.70254030342;"{""type"": ""Polygon"", ""coordinates"": [[[1.715529210724874, 49.202705375939665], [1.706131842797519, 49.19919182835346], [1.70111634046549, 49.2082201191377], [1.694847817840504, 49.20684529450337], [1.694120422497257, 49.200519137529895], [1.680360379381573, 49.1939663622622], [1.680810261775614, 49.18282660833779], [1.671686110846013, 49.180876592401624], [1.670598454106201, 49.193370568790236], [1.676912034948269, 49.20248995592862], [1.672152904242295, 49.20632952209891], [1.6741220885844, 49.21197952913468], [1.703789703982966, 49.22879287355693], [1.711338819476745, 49.2413960984924], [1.716070133786396, 49.23290597678934], [1.740410485511575, 49.2243395208219], [1.734158704568426, 49.221339204597264], [1.733599179245206, 49.21095838166489], [1.714810076677707, 49.20749474806155], [1.715529210724874, 49.202705375939665]]]}";95541;13.0;12.0;19.0;18.0;49.0;43.0;24.0;23.761196;24.72;32.417591
49.1749047871, 2.03626067165;"{""type"": ""Polygon"", ""coordinates"": [[[2.07615172610231, 49.173262458150276], [2.072857883416769, 49.169801969114154], [2.049502408275698, 49.16262369271213], [2.043208779450115, 49.164846978101714], [2.0379981209234, 49.16024723856683], [2.017736206415118, 49.16223748360391], [2.012663433651197, 49.16572709398448], [1.99912982674282, 49.17550822953903], [2.021718908810956, 49.188665829069755], [2.033590102443046, 49.18810422972899], [2.037872668546935, 49.192306061114294], [2.046022039044526, 49.190123740485966], [2.04877535193901, 49.18383575665669], [2.055359612090377, 49.1839509861834], [2.07615172610231, 49.173262458150276]]]}";95298;3.0;8.0;13.0;13.0;10.0;12.0;5.02;5.144928;5.72;5.360124
49.1668876572, 1.76223369007;"{""type"": ""Polygon"", ""coordinates"": [[[1.791716204171994, 49.18177400124205], [1.797594379960103, 49.17826557315836], [1.795860166800186, 49.16231120411161], [1.783326609003833, 49.1586362454425], [1.779855069257905, 49.16371843848407], [1.773499116190202, 49.16310285920713], [1.769765149011117, 49.161061048503264], [1.777048396257033, 49.15363267663614], [1.756198001296114, 49.149850897084974], [1.752782628826587, 49.14535505686926], [1.742017525540027, 49.1468375293977], [1.738447399975983, 49.147322565488416], [1.74025576194066, 49.15878004268376], [1.74496290190012, 49.16303112018286], [1.730113131603646, 49.16736909602374], [1.719203952115057, 49.16567416580072], [1.721923625503014, 49.171938893480046], [1.724869357180685, 49.17772812905578], [1.735513820967934, 49.17435808433715], [1.742401982294812, 49.17984370796036], [1.754933650764485, 49.17456613107993], [1.78485986871318, 49.18586523820064], [1.791716204171994, 49.18177400124205]]]}";95554;28.0;21.0;43.0;25.0;27.0;20.0;23.42;19.037424;19.52;20.0
49.1612708203, 2.32834941574;"{""type"": ""Polygon"", ""coordinates"": [[[2.35931888547541, 49.147504335751954], [2.338756200220917, 49.146049678476544], [2.328983058034065, 49.1418318414276], [2.322991936064125, 49.1462107094632], [2.312119458395064, 49.150174647425075], [2.310441981531534, 49.185065858757675], [2.321554482066555, 49.18432149719832], [2.35931888547541, 49.147504335751954]]]}";95116;0.0;6.0;15.0;141.0;25.0;23.0;24.13;24.667865;30.29;30.643863
49.1739659909, 1.97979310928;"{""type"": ""Polygon"", ""coordinates"": [[[1.99912982674282, 49.17550822953903], [1.991485134285343, 49.168336238255264], [1.989697382994167, 49.16903228483295], [1.985685734006416, 49.16616038227947], [1.97803404869825, 49.16419428616173], [1.961981004837036, 49.17436782095798], [1.973323287653481, 49.183801739462794], [1.99912982674282, 49.17550822953903]]]}";95447;3.0;4.0;8.0;2.0;8.0;1.0;8.44;8.71875;9.0;8.82
49.1581122194, 1.9306784038;"{""type"": ""Polygon"", ""coordinates"": [[[1.961981004837036, 49.17436782095798], [1.97803404869825, 49.16419428616173], [1.959631308798259, 49.14798422021267], [1.931349887703073, 49.14468635397094], [1.924179810628085, 49.139867614498634], [1.914540476585491, 49.14511135874132], [1.901676705007526, 49.13953270305494], [1.893411917402754, 49.14409640966882], [1.891002204884893, 49.15897925416688], [1.896626752573913, 49.160215008017495], [1.891293170281879, 49.16320702829939], [1.882943991248167, 49.161492639684965], [1.882919953113921, 49.16261665302308], [1.931346896481431, 49.17512707278822], [1.935588068730413, 49.16971030401435], [1.961981004837036, 49.17436782095798]]]}";95142;24.0;33.0;54.0;62.0;49.0;25.0;41.7;60.025539;67.01;74.0
49.1260369721, 2.17249726392;"{""type"": ""Polygon"", ""coordinates"": [[[2.192285148280753, 49.15570679509083], [2.197556858027558, 49.14357315743154], [2.189858415538905, 49.14186394772082], [2.189856935070046, 49.13775427717384], [2.19931345292289, 49.11821582586337], [2.181026561879181, 49.10856126150127], [2.160552718381739, 49.107398567532634], [2.159826749691515, 49.103575536942714], [2.149839638857963, 49.10424315155392], [2.151675348451873, 49.10779825943924], [2.140644361238959, 49.11584642691549], [2.159710592348731, 49.139825046787266], [2.165046616927739, 49.1425399563207], [2.170467453624871, 49.14059651385746], [2.185608969845681, 49.14644471427667], [2.187161400982444, 49.1634159722657], [2.192285148280753, 49.15570679509083]]]}";95446;15.0;24.0;30.0;49.0;52.0;52.0;34.15;33.0;32.96;33.077465
49.1405208079, 2.37945250212;"{""type"": ""Polygon"", ""coordinates"": [[[2.439131105394289, 49.141732773805664], [2.428138491754465, 49.141876904551786], [2.420984409198382, 49.134355460087164], [2.411171361871183, 49.13407444286055], [2.389126150271858, 49.13941922939347], [2.382009071901793, 49.135510416542544], [2.373500310870619, 49.13834613791596], [2.354621310965462, 49.121633157781176], [2.348673811061567, 49.11677785568209], [2.341275945703282, 49.11766865014989], [2.336795989255944, 49.1232891728991], [2.341181296698295, 49.132038995251534], [2.338756200220917, 49.146049678476544], [2.35931888547541, 49.147504335751954], [2.372926293099362, 49.15936223992151], [2.391110747305002, 49.14935524038343], [2.412912703825109, 49.152436397656125], [2.440168345271185, 49.14614726391236], [2.439131105394289, 49.141732773805664]]]}";95026;13.0;38.0;46.0;80.0;97.0;48.0;31.15;31.895417;42.95;50.477402
49.1227526877, 2.20123446603;"{""type"": ""Polygon"", ""coordinates"": [[[2.217246912810993, 49.123982249142834], [2.209397671365067, 49.112598018744684], [2.20930972377385, 49.093587303844544], [2.198571167376735, 49.09460903315979], [2.181026561879181, 49.10856126150127], [2.19931345292289, 49.11821582586337], [2.189856935070046, 49.13775427717384], [2.189858415538905, 49.14186394772082], [2.197556858027558, 49.14357315743154], [2.192285148280753, 49.15570679509083], [2.198452376846506, 49.156631639970456], [2.211649244369616, 49.143085787509634], [2.211254933834197, 49.13104412367101], [2.217246912810993, 49.123982249142834]]]}";95480;65.0;37.0;209.0;143.0;79.0;128.0;91.26;92.893995;102.4;103.201786
49.1376704282, 1.78968323175;"{""type"": ""Polygon"", ""coordinates"": [[[1.813473880015181, 49.1409897276808], [1.802300090601503, 49.13743095886027], [1.803496867127981, 49.132050178365134], [1.798140892342147, 49.1317189635253], [1.771921814191364, 49.12954237999934], [1.7666539647711, 49.13240304698242], [1.783795632940127, 49.1449062790857], [1.789013608064214, 49.140921399978396], [1.791863903861057, 49.14155986807793], [1.789941355863071, 49.14682188344977], [1.796431729678316, 49.147664406091295], [1.813473880015181, 49.1409897276808]]]}";95141;3.0;0.0;2.0;4.0;0.0;0.0;4.0;4.0;4.0;3.789472
49.1287093498, 1.95720878552;"{""type"": ""Polygon"", ""coordinates"": [[[1.982210355190079, 49.13067309954939], [1.980818872708219, 49.12979648753262], [1.975236291842055, 49.12488693621725], [1.956205968937849, 49.117487222592935], [1.950534144196496, 49.11923085906527], [1.940283096157754, 49.12130020731706], [1.931393413086634, 49.129353708196405], [1.933920070726176, 49.13207844724805], [1.937433814906218, 49.134797576441926], [1.944258408121596, 49.12968621537518], [1.949288170381955, 49.13136698807023], [1.963819824641026, 49.145192149296264], [1.963828922654308, 49.140354042890166], [1.979947058856474, 49.130971837675084], [1.979985981717062, 49.13091912646831], [1.982210355190079, 49.13067309954939]]]}";95584;1.0;6.0;3.0;9.0;13.0;6.0;14.42;15.0;14.83;14.5977
49.1318890685, 1.84805921203;"{""type"": ""Polygon"", ""coordinates"": [[[1.857288877166923, 49.143015816540434], [1.855191123460449, 49.14025520054886], [1.866997617426788, 49.13828076977102], [1.865998556666645, 49.13236834151349], [1.856974116462843, 49.12178225782516], [1.831644422533108, 49.120000770944245], [1.83551796868195, 49.14065652315415], [1.841063746943835, 49.1439360594847], [1.857288877166923, 49.143015816540434]]]}";95166;7.0;5.0;7.0;10.0;6.0;10.0;8.0;7.999999;7.0;6.0
49.1280205014, 2.43601413245;"{""type"": ""Polygon"", ""coordinates"": [[[2.461213890439956, 49.136711087740146], [2.430567783992094, 49.114636035934126], [2.425923993933817, 49.11739606419557], [2.415707416717967, 49.12232347296844], [2.414211108820605, 49.12617804943019], [2.423340762384777, 49.13247092141333], [2.435497144166486, 49.13403818967656], [2.457879568300254, 49.14071639758194], [2.461213890439956, 49.136711087740146]]]}";95149;5.0;15.0;24.0;57.0;66.0;30.0;46.47;56.833993;50.92;45.0
49.1135502592, 2.01917967272;"{""type"": ""Polygon"", ""coordinates"": [[[2.030337401659434, 49.13082068926799], [2.04209756477113, 49.11435872148243], [2.036559966523931, 49.112608758793584], [2.044079468852647, 49.10817675740833], [2.039266405399984, 49.09993597246532], [2.033149717830284, 49.10133181378261], [2.027003574800242, 49.09644128320168], [2.017698774491336, 49.10166757401909], [2.015592546100011, 49.09910773887328], [2.005216626176642, 49.10245052198925], [1.999196921160886, 49.09948332103385], [1.993765277205837, 49.102659647525144], [1.991166764860846, 49.10800257174648], [2.001221373827676, 49.11599107315146], [2.00499785880179, 49.114644140318376], [2.003144465598916, 49.12335279529296], [2.011558259969152, 49.13155139627152], [2.030337401659434, 49.13082068926799]]]}";95177;23.0;15.0;13.0;14.0;20.0;18.0;29.82;30.115385;27.09;27.044665
49.1120303463, 2.2866798768;"{""type"": ""Polygon"", ""coordinates"": [[[2.313393728151953, 49.12276517512195], [2.320038281778487, 49.1248256766396], [2.318670735267439, 49.11758633848595], [2.310329437681754, 49.11371784141526], [2.315372475298784, 49.1096092319169], [2.308882694737325, 49.10425716256495], [2.307870865750284, 49.10004889189755], [2.300276282918839, 49.09638840473827], [2.291865124390682, 49.1009084204391], [2.282015465845664, 49.09959823253733], [2.260334277330291, 49.10074589361387], [2.262861583805547, 49.10499211259486], [2.254920656537132, 49.111371550466465], [2.260834088325158, 49.11415436536398], [2.262366767216211, 49.124326124212], [2.279136315599008, 49.12577460607047], [2.305640214581361, 49.12028133422321], [2.313393728151953, 49.12276517512195]]]}";95504;28.0;51.0;57.0;58.0;72.0;70.0;91.16;92.0;92.76;92.700063
49.0980839285, 1.85868057214;"{""type"": ""Polygon"", ""coordinates"": [[[1.886868790648834, 49.11598615744287], [1.862361571557152, 49.09721806465562], [1.869170884201411, 49.0939996183399], [1.861225983195874, 49.08713231271316], [1.852773291886592, 49.09181819399451], [1.850109237920655, 49.082840975325176], [1.831490311973479, 49.082787350153254], [1.849605052661538, 49.100680769928466], [1.855259183173197, 49.09949961588214], [1.872138357950946, 49.11339139495112], [1.868130738373299, 49.115623305309086], [1.871588960256017, 49.117912595553825], [1.876986763477444, 49.11498470322235], [1.881281234388285, 49.118742893245596], [1.886868790648834, 49.11598615744287]]]}";95259;3.0;2.0;3.0;1.0;5.0;3.0;2.33;2.0;2.0;2.0
49.0947521066, 1.79702860949;"{""type"": ""Polygon"", ""coordinates"": [[[1.815167528048917, 49.107786515677475], [1.818340255675512, 49.10435661117668], [1.807691972720681, 49.09978449461335], [1.810280661342738, 49.0971884653948], [1.80137962787974, 49.08574417535672], [1.815224679451309, 49.076383431221316], [1.8110728077504, 49.07290217076862], [1.79676570303204, 49.07192733146229], [1.79319433557588, 49.08179369627221], [1.777468776502122, 49.089838641741885], [1.781754592198724, 49.10449103294861], [1.793240013896029, 49.115031881586894], [1.815167528048917, 49.107786515677475]]]}";95024;12.0;9.0;11.0;10.0;8.0;11.0;9.16;8.928475;8.46;8.0
49.0931924968, 2.46975991089;"{""type"": ""Polygon"", ""coordinates"": [[[2.483986067545059, 49.10697226693582], [2.478018952982588, 49.094281999472386], [2.487727996717269, 49.09435059984131], [2.486439501991279, 49.0893972745387], [2.472204062251633, 49.07106069981627], [2.461614203436561, 49.07268239084863], [2.454126445624071, 49.08976751474332], [2.465267764622693, 49.09864943992095], [2.449811226020722, 49.100841902823625], [2.462905281964219, 49.11204222658774], [2.48285063588866, 49.112099569587976], [2.483986067545059, 49.10697226693582]]]}";95055;4.0;5.0;9.0;14.0;1.0;9.0;4.97;5.0;6.42;8.708334
49.0973875129, 2.18012934537;"{""type"": ""Polygon"", ""coordinates"": [[[2.20930972377385, 49.093587303844544], [2.208303230330641, 49.090960305416054], [2.194618797646658, 49.09282364433136], [2.195165014991346, 49.08857075884968], [2.183521880158302, 49.08571409125121], [2.173464476427184, 49.08812825191721], [2.159826749691515, 49.103575536942714], [2.160552718381739, 49.107398567532634], [2.181026561879181, 49.10856126150127], [2.198571167376735, 49.09460903315979], [2.20930972377385, 49.093587303844544]]]}";95628;20.0;23.0;25.0;32.0;20.0;39.0;18.93;19.132867;35.15;37.076922
49.0907871044, 2.40530023284;"{""type"": ""Polygon"", ""coordinates"": [[[2.425732379334004, 49.09202316116507], [2.422820625364845, 49.08694447427901], [2.422254099739033, 49.08395031193664], [2.414814166997623, 49.08025957526095], [2.405001906926775, 49.08267585859096], [2.396463655208164, 49.08649352062471], [2.388088652417468, 49.090553284013936], [2.391022374271339, 49.10169431263145], [2.397645796702926, 49.10143882582222], [2.41013553724933, 49.09722273793969], [2.410341095263492, 49.092331166040104], [2.425732379334004, 49.09202316116507]]]}";95214;2.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;1.333334
49.096232576, 2.45552476864;"{""type"": ""Polygon"", ""coordinates"": [[[2.454126445624071, 49.08976751474332], [2.449154757190601, 49.09521308955401], [2.449811226020722, 49.100841902823625], [2.465267764622693, 49.09864943992095], [2.454126445624071, 49.08976751474332]]]}";95493;1.0;1.0;7.0;5.0;3.0;1.0;3.0;3.0;3.0;3.0
49.0812835701, 2.50867804604;"{""type"": ""Polygon"", ""coordinates"": [[[2.529363969011971, 49.078551024092846], [2.523117212708271, 49.06283296222334], [2.50719369151316, 49.06453934191569], [2.485776548349494, 49.078399989015054], [2.490569433017141, 49.087737157226776], [2.486439501991279, 49.0893972745387], [2.487727996717269, 49.09435059984131], [2.524961458517367, 49.09800068642192], [2.523851191532863, 49.08324536828737], [2.529363969011971, 49.078551024092846]]]}";95371;8.0;25.0;47.0;115.0;65.0;71.0;69.18;69.588236;70.0;70.132262
49.0698838635, 3.0249685812;"{""type"": ""Polygon"", ""coordinates"": [[[3.060541870531895, 49.08902908280671], [3.06685936168138, 49.08460595511224], [3.044636789865558, 49.07267879683098], [3.059211195766153, 49.06117559148536], [3.061167526019359, 49.052709687083656], [3.038219645498092, 49.0458018092858], [3.034167103766754, 49.05336278188045], [3.02180223691767, 49.04972319224721], [3.005792357449768, 49.05462907560052], [2.989518124243733, 49.06255585001257], [2.988342193379501, 49.07199627595055], [2.991391393294635, 49.08418252805179], [3.000868789196677, 49.08951492842613], [3.005867721688258, 49.08655412456309], [3.008593177718005, 49.09165525794854], [3.031804051146838, 49.08584228797783], [3.032999331615562, 49.08905457105577], [3.050754664724489, 49.08497044226591], [3.060541870531895, 49.08902908280671]]]}";77283;7.0;18.0;22.0;42.0;28.0;24.0;17.0;17.049708;17.3;24.645682
49.058137192, 1.5162409981;"{""type"": ""Polygon"", ""coordinates"": [[[1.521339186360044, 49.068373660801605], [1.533077859131286, 49.04761029175677], [1.531737732583401, 49.04672853849041], [1.518655492178222, 49.04111400464069], [1.501934449900626, 49.050301389424654], [1.503098462441324, 49.059177223011915], [1.509397921370641, 49.06752634043899], [1.51133886327353, 49.08328818809261], [1.516059039769347, 49.08114995975793], [1.521339186360044, 49.068373660801605]]]}";78503;5.0;7.0;7.0;3.0;12.0;5.0;11.22;11.653466;1.28;1.137514
49.0758888083, 2.35707665845;"{""type"": ""Polygon"", ""coordinates"": [[[2.370276244358432, 49.07281717594547], [2.367221100269647, 49.06828568357066], [2.338876760238913, 49.07684176405288], [2.349678336253882, 49.08101369893304], [2.362478913393983, 49.081847885672616], [2.370276244358432, 49.07281717594547]]]}";95660;5.0;5.0;7.0;4.0;3.0;4.0;8.0;8.0;8.0;8.097166
49.0611351982, 2.35026865515;"{""type"": ""Polygon"", ""coordinates"": [[[2.367221100269647, 49.06828568357066], [2.375470241041192, 49.063409139219445], [2.36963451857654, 49.05456209344771], [2.351611584538181, 49.045015532647504], [2.335085867134574, 49.05133836687308], [2.330008223007145, 49.06362225543797], [2.334099434343493, 49.07541190233747], [2.338876760238913, 49.07684176405288], [2.367221100269647, 49.06828568357066]]]}";95028;2.0;3.0;12.0;19.0;12.0;34.0;12.83;11.0;11.11;11.306621
49.0489992181, 1.61045399499;"{""type"": ""Polygon"", ""coordinates"": [[[1.644949736911832, 49.06431231434836], [1.627595852872628, 49.05763224519806], [1.628378556016232, 49.04787956665762], [1.616455015607289, 49.0436593672426], [1.611170234631854, 49.02620630878073], [1.587527002928425, 49.02429136860756], [1.591026773757272, 49.03707550576948], [1.583213707914348, 49.04264509223992], [1.59971238845822, 49.054551446609956], [1.614832762788809, 49.071419906057514], [1.620754347070125, 49.07367836038312], [1.644949736911832, 49.06431231434836]]]}";78255;36.0;36.0;53.0;49.0;58.0;56.0;49.95;30.815545;40.41;50.0
49.0652083624, 2.46275733623;"{""type"": ""Polygon"", ""coordinates"": [[[2.461614203436561, 49.07268239084863], [2.472204062251633, 49.07106069981627], [2.481697210559697, 49.055041994586716], [2.463553250667964, 49.06018932254661], [2.456803723368681, 49.058874631866175], [2.441345567850095, 49.067558749765304], [2.441320434515569, 49.068619917714386], [2.450927923198533, 49.06840394955795], [2.45565125298415, 49.074721073209744], [2.461614203436561, 49.07268239084863]]]}";95144;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
49.0589883077, 1.74144881673;"{""type"": ""Polygon"", ""coordinates"": [[[1.759294750638886, 49.06316523148374], [1.749705049314771, 49.05361088078213], [1.751057956034862, 49.04797020671652], [1.735561892474923, 49.048699261224186], [1.732010329759304, 49.05047916032579], [1.723910197109806, 49.05493260271229], [1.740870089728405, 49.07259443243989], [1.746028249579591, 49.07278302430599], [1.748010150786756, 49.066120428393376], [1.759294750638886, 49.06316523148374]]]}";95543;3.0;9.0;8.0;0.0;7.0;1.0;8.0;8.0;8.0;7.925926
49.0544815193, 2.67960881471;"{""type"": ""Polygon"", ""coordinates"": [[[2.703050786947592, 49.064944306207316], [2.703783592811593, 49.05671349528338], [2.709491098880982, 49.055094330180744], [2.704710429012646, 49.05069429683417], [2.677446428705139, 49.04328759169609], [2.676943334462871, 49.03376565892659], [2.669648322940153, 49.033004720516004], [2.659464747127289, 49.02967954319639], [2.658607326466537, 49.03664241637716], [2.670327049184546, 49.04444164578859], [2.669941518697349, 49.05221258387151], [2.666362032513212, 49.05917440288689], [2.645969435191573, 49.065229469130664], [2.653303997427374, 49.06935513453458], [2.67408017492041, 49.06524908444217], [2.680496041116915, 49.06682175092946], [2.679248918531449, 49.070539527589595], [2.69110196848412, 49.07052147817913], [2.6910602435603, 49.06660072593423], [2.703050786947592, 49.064944306207316]]]}";77153;24.0;40.0;114.0;115.0;115.0;143.0;129.73;125.378288;121.0;122.085033
49.0514714238, 2.09427406937;"{""type"": ""Polygon"", ""coordinates"": [[[2.120195269235026, 49.064775772432824], [2.126877088765402, 49.06400582922686], [2.103260122345041, 49.04866344290811], [2.095823729253433, 49.0361570647226], [2.090890588309063, 49.024231126352845], [2.089380930675191, 49.02876306318665], [2.083566831589841, 49.031139615488115], [2.087564327975566, 49.038495498936335], [2.081162515957974, 49.041215198173326], [2.078046184472727, 49.042987693659704], [2.072129116785138, 49.04730978303078], [2.074428451075801, 49.047450245765546], [2.075909735114059, 49.04900910088455], [2.076699236521049, 49.05498211035335], [2.093733231406975, 49.0689482487722], [2.104376718739825, 49.06727176815477], [2.104600174075132, 49.060482676458996], [2.108981371898031, 49.06000585556085], [2.109892726299624, 49.06120370206057], [2.112864938996437, 49.06061602311827], [2.120195269235026, 49.064775772432824]]]}";95500;162.0;263.0;766.0;700.0;505.0;906.0;570.15;514.581831;538.08;600.421427
49.0441319382, 2.12868171657;"{""type"": ""Polygon"", ""coordinates"": [[[2.155594784839798, 49.036240206900565], [2.128500246119336, 49.02301074216232], [2.122443238456606, 49.029195593081475], [2.116247855453773, 49.02311370440979], [2.095823729253433, 49.0361570647226], [2.103260122345041, 49.04866344290811], [2.126877088765402, 49.06400582922686], [2.145751765464836, 49.06688054377097], [2.14634171893004, 49.06650382948433], [2.147332188517128, 49.064060704967474], [2.148358251627624, 49.06167805046686], [2.148362526867606, 49.06167861994375], [2.148768550836487, 49.061741673857455], [2.149027126456029, 49.06121784804071], [2.149030571889649, 49.06121153065518], [2.154310616121243, 49.058901254281714], [2.148990668737278, 49.04648132371485], [2.153650789915299, 49.04411477642122], [2.154002835331451, 49.04394026080953], [2.162174540136947, 49.03989249280451], [2.155594784839798, 49.036240206900565]]]}";95572;76.0;120.0;367.0;588.0;487.0;489.0;293.99;321.575505;337.28;378.859032
