Geometry X Y;Geometry;AREA;PERIMETER;INSEE;ACT15_19;ACT20_24;ACT25_29;ACT30_34;ACT35_39;ACT40_44;ACT45_49;ACT50_54;ACT55_59;ACT60_64;ACT65PL
48.8271152321, 2.12999326179;"{""type"": ""Polygon"", ""coordinates"": [[[2.148451542682652, 48.82859425485849], [2.140255391924549, 48.8242818645304], [2.136129524980721, 48.81395994583036], [2.114027244021172, 48.82061852499845], [2.112683608324402, 48.82866444818454], [2.120755706320765, 48.836063116142874], [2.145804623032782, 48.8368632190728], [2.148451542682652, 48.82859425485849]]]}";4493149.23839;8434.76072978;78158;201.27;905.62;1692.17;1832.71;2068.28;1856.06;1768.73;1520.24;1560.14;629.46;190.41
48.8205365368, 1.88331702452;"{""type"": ""Polygon"", ""coordinates"": [[[1.901458390283258, 48.821947578906965], [1.898389881381648, 48.81470553569151], [1.887451763300624, 48.81059818115805], [1.893867213796275, 48.80879771370836], [1.893845826357301, 48.805083563963564], [1.885958956584537, 48.80404545669728], [1.881568718812671, 48.80908812478799], [1.866737944749335, 48.81392301786221], [1.870712130857096, 48.81993759860326], [1.864467257216478, 48.82217813112722], [1.875030648848445, 48.83444274651308], [1.882002886898904, 48.83470456368389], [1.89209000149256, 48.830730385386936], [1.901458390283258, 48.821947578906965]]]}";5589632.30572;10526.8151393;78683;34.93;106.18;83.14;123.82;182.43;214.72;199.82;229.11;191.92;32.72;9.26
48.8114921694, 2.83838524662;"{""type"": ""Polygon"", ""coordinates"": [[[2.840968521550352, 48.83300445719424], [2.849562270829484, 48.830196322529524], [2.856210418656395, 48.828988167602176], [2.875138263352071, 48.81466451934392], [2.869091066496011, 48.7916349030768], [2.857314130610411, 48.788676647368014], [2.862986043145136, 48.79479280860429], [2.853916252518514, 48.79828761993094], [2.846859125969128, 48.788418157811336], [2.843471884198981, 48.79124806471353], [2.827728512947444, 48.79027378322878], [2.815182360508826, 48.79761141543862], [2.803110354970032, 48.806546443454856], [2.807973505135457, 48.82552849493182], [2.803145203559802, 48.829154499535775], [2.814440309379466, 48.83376610180942], [2.820126845311973, 48.828787044013595], [2.840968521550352, 48.83300445719424]]]}";19300239.8015;19702.2663616;77508;16.0;82.0;84.0;92.0;150.0;157.0;125.0;134.0;62.0;12.0;2.0
48.7883352318, 3.30400107616;"{""type"": ""Polygon"", ""coordinates"": [[[3.328633076134393, 48.82333970975934], [3.322213017327643, 48.81620953999562], [3.329862874638366, 48.81398469703587], [3.328131077436026, 48.810447317792416], [3.317257182791002, 48.800369689022965], [3.325530311773933, 48.799479791734484], [3.333170997973125, 48.79217338466855], [3.321559826147473, 48.79214842438384], [3.30957245049567, 48.781926789327954], [3.321281391512592, 48.77738336494057], [3.315522955485283, 48.76895205365196], [3.317484366528456, 48.75663197592239], [3.296244298317516, 48.760473326060094], [3.279952552669277, 48.754242060723435], [3.275830394397039, 48.75707312250401], [3.278829896088912, 48.76607782519707], [3.276936693717747, 48.77604929338909], [3.287440763136452, 48.78385840694898], [3.304183370383653, 48.81624706524779], [3.301647520824876, 48.822420124659324], [3.290808292209308, 48.82395032744543], [3.293299529470396, 48.827427921976515], [3.309189613703833, 48.82852560231648], [3.308224963400076, 48.822373258705454], [3.328633076134393, 48.82333970975934]]]}";17184647.5905;26487.9871131;77182;69.36;226.42;270.58;221.73;228.14;200.9;226.42;193.54;151.26;27.25;15.03
48.8173110643, 2.51754770697;"{""type"": ""Polygon"", ""coordinates"": [[[2.513596462136088, 48.8300063233099], [2.524850352912576, 48.82718259445425], [2.524855578500128, 48.821355253281766], [2.533477864998551, 48.818338184278446], [2.533477790193021, 48.81831914527836], [2.557392445367793, 48.81872508051934], [2.565391602705539, 48.81397912347035], [2.558404945472936, 48.807563042575914], [2.551224881968236, 48.80323323532621], [2.525795654410286, 48.807109114236496], [2.522407861162654, 48.80406611768974], [2.516040594083536, 48.80896837252154], [2.480136745732422, 48.813497561436], [2.4825522991108, 48.820014259219434], [2.475827265551321, 48.83061615161189], [2.497812409694314, 48.830830027180454], [2.513596462136088, 48.8300063233099]]]}";11294411.8887;16929.171265;94017;918.83;3315.24;4522.1;4884.04;5306.01;5246.91;4905.01;3961.35;3218.45;883.71;271.4
48.8217821591, 2.17857181265;"{""type"": ""Polygon"", ""coordinates"": [[[2.19938902086985, 48.82981811973647], [2.19898781450101, 48.822227731351994], [2.178705655812788, 48.814845304206415], [2.17681559229839, 48.81401533069511], [2.169292838198789, 48.81591998328295], [2.161433338841311, 48.812751692262374], [2.150653060930637, 48.8190205515215], [2.173732146830527, 48.82418179477951], [2.180930180287926, 48.8306306976393], [2.19938902086985, 48.82981811973647]]]}";3620850.68794;9072.14385204;92077;56.1;299.0;387.6;499.62;760.62;822.68;705.81;604.6;513.29;252.66;104.55
48.82030044, 2.47185755159;"{""type"": ""Polygon"", ""coordinates"": [[[2.480136745732422, 48.813497561436], [2.473865938454858, 48.815807428789014], [2.460573331560296, 48.80936584245815], [2.462120666562095, 48.813341736650294], [2.462918488310315, 48.81826830417864], [2.465790738309519, 48.82621250069529], [2.475827265551321, 48.83061615161189], [2.4825522991108, 48.820014259219434], [2.480136745732422, 48.813497561436]]]}";2039569.03556;6562.25547146;94042;122.76;676.51;1286.77;1247.28;1266.77;1185.88;1122.26;1022.93;898.01;245.34;113.29
48.8087384345, 2.90348301086;"{""type"": ""Polygon"", ""coordinates"": [[[2.930163576773964, 48.80315020098013], [2.903222966209187, 48.800877098859424], [2.869091066496011, 48.7916349030768], [2.875138263352071, 48.81466451934392], [2.898878310054096, 48.80793112895488], [2.904386086602134, 48.82050305594222], [2.917540210716035, 48.82504127579134], [2.930757872576399, 48.82214940737071], [2.933758846525973, 48.81800593298287], [2.930163576773964, 48.80315020098013]]]}";8759807.70284;14951.5545635;77154;8.79;23.43;33.2;62.49;91.78;71.28;71.28;50.77;34.17;4.88;2.93
48.8163968354, 2.29642587687;"{""type"": ""Polygon"", ""coordinates"": [[[2.314230375671213, 48.822317717436945], [2.300020506689735, 48.811279969637674], [2.290518879195577, 48.80889342987396], [2.279910229961144, 48.81100191965539], [2.278286085134085, 48.81428344860707], [2.290844040018907, 48.81780662170739], [2.296113459201424, 48.82075599645754], [2.301440253652181, 48.825165207593535], [2.314230375671213, 48.822317717436945]]]}";2191735.42385;6682.16925643;92046;316.01;1433.44;2542.76;2370.08;2236.65;2257.14;2029.06;1878.35;1367.04;456.8;110.38
48.795360275, 2.42079317822;"{""type"": ""Polygon"", ""coordinates"": [[[2.415994373325823, 48.81631202010152], [2.432659149512604, 48.786650117745985], [2.428026410473787, 48.776141420801444], [2.414803123073026, 48.77735629609431], [2.422679521382092, 48.792098701670454], [2.408820520778809, 48.80852907159152], [2.408410487578716, 48.81691955962923], [2.415994373325823, 48.81631202010152]]]}";3385764.76858;11040.0980176;94002;472.2;2296.09;3829.64;3848.99;3302.06;2850.46;2677.89;2163.92;1679.29;375.1;92.55
48.7970253215, 2.25439602568;"{""type"": ""Polygon"", ""coordinates"": [[[2.272526043700529, 48.814433221964535], [2.278286085134085, 48.81428344860707], [2.279910229961144, 48.81100191965539], [2.271886731976363, 48.794375588082964], [2.271876396592714, 48.790557104830995], [2.250396534508306, 48.78444574289318], [2.237267709940823, 48.77594586328993], [2.228793434213463, 48.77485001610734], [2.226572872121807, 48.77611586707377], [2.226669567097769, 48.78161053504893], [2.234936982224955, 48.78458583962242], [2.234942082359854, 48.7953951408181], [2.241488431931467, 48.80290975892293], [2.255049269358065, 48.81013248345956], [2.251947843778519, 48.816398165532554], [2.272526043700529, 48.814433221964535]]]}";8905008.19953;14098.6594228;92023;486.14;2128.32;3030.42;3324.2;3628.51;3644.18;3707.0;3132.15;2651.57;702.07;279.94
48.7955159386, 1.81996983353;"{""type"": ""Polygon"", ""coordinates"": [[[1.848695171190379, 48.812597226873415], [1.841733555634512, 48.800651595229255], [1.836214911885744, 48.78089701670495], [1.83429338400754, 48.77578957378468], [1.827994096386996, 48.7810674632434], [1.812969854670058, 48.78376924980975], [1.799357281165086, 48.77784248974852], [1.787948335907409, 48.779658677179754], [1.790422031053856, 48.78239542519434], [1.79107219561987, 48.791355529577], [1.800560330019444, 48.79247070211509], [1.81198281555354, 48.80251501059534], [1.804659225635866, 48.81009810764157], [1.811035067180057, 48.81490293059865], [1.829527316466901, 48.81086789227184], [1.848695171190379, 48.812597226873415]]]}";10503996.3056;16211.811257;78389;15.05;41.14;39.14;55.19;98.34;117.41;164.58;107.38;91.32;26.09;4.01
48.8048605143, 2.01966188153;"{""type"": ""Polygon"", ""coordinates"": [[[2.024895489692246, 48.81180337409195], [2.048569194179535, 48.803196612079695], [2.050190016392586, 48.79833558794656], [2.042236212578093, 48.7990437252991], [2.026963713968281, 48.796737038989264], [1.996211013126726, 48.7992122454058], [2.000387179074084, 48.81373009732593], [2.01261776173922, 48.81537524849902], [2.024895489692246, 48.81180337409195]]]}";5353776.54524;10099.0021167;78073;145.43;584.06;1010.33;1071.38;916.13;914.97;959.25;792.03;566.89;118.16;23.64
48.7980812048, 1.79184371048;"{""type"": ""Polygon"", ""coordinates"": [[[1.804659225635866, 48.81009810764157], [1.81198281555354, 48.80251501059534], [1.800560330019444, 48.79247070211509], [1.79107219561987, 48.791355529577], [1.790422031053856, 48.78239542519434], [1.768052294200218, 48.79174665359435], [1.768596377450718, 48.7989257640338], [1.781726968278543, 48.79454789502929], [1.789324754146444, 48.7980199349736], [1.791301240621897, 48.81018789150553], [1.801617564020414, 48.81439150448177], [1.804659225635866, 48.81009810764157]]]}";4474283.47296;11383.4465923;78262;15.27;43.77;28.5;49.87;113.99;110.94;78.37;83.46;53.94;18.32;2.04
48.8029384097, 2.28792274758;"{""type"": ""Polygon"", ""coordinates"": [[[2.302539576083553, 48.81107391386434], [2.303062104445713, 48.80354714549223], [2.292286774038558, 48.79602551967471], [2.271886731976363, 48.794375588082964], [2.279910229961144, 48.81100191965539], [2.290518879195577, 48.80889342987396], [2.300020506689735, 48.811279969637674], [2.302539576083553, 48.81107391386434]]]}";2900293.01823;7185.92786283;92020;237.87;1335.33;2516.52;2715.88;2647.04;2419.5;2165.12;2070.91;1561.71;395.43;124.95
48.7830836735, 2.90503739005;"{""type"": ""Polygon"", ""coordinates"": [[[2.936340875682376, 48.7813906423175], [2.941199689417095, 48.76015032937354], [2.9372193642743, 48.7560615567556], [2.898994469374942, 48.77603232812443], [2.893064611602945, 48.77017101256254], [2.871819582056917, 48.76943642389114], [2.862544397465524, 48.78133235325667], [2.857334160648331, 48.78148217527274], [2.852860741248803, 48.7844522175265], [2.857314130610411, 48.788676647368014], [2.869091066496011, 48.7916349030768], [2.903222966209187, 48.800877098859424], [2.930163576773964, 48.80315020098013], [2.935945811658418, 48.80397430296321], [2.936340875682376, 48.7813906423175]]]}";18736113.8694;20343.2082767;77318;18.84;63.45;66.42;81.3;123.93;111.04;117.98;85.26;55.55;9.91;7.99
48.7649412531, 3.05937536189;"{""type"": ""Polygon"", ""coordinates"": [[[3.073305226332443, 48.79691948750819], [3.085174833489038, 48.79597883609735], [3.084874773518954, 48.78778794482039], [3.07811820161343, 48.788299737005154], [3.074916727317171, 48.75688014283147], [3.069975467962101, 48.75291906400545], [3.072210847112153, 48.74403732933713], [3.08363617086418, 48.73788353571405], [3.084505022833994, 48.72964002885045], [3.083268763343418, 48.725111535829534], [3.06168107120611, 48.72874444978872], [3.061073700103687, 48.73278626465763], [3.048818162399002, 48.73709037871194], [3.050267911336601, 48.74623637554408], [3.035595264244638, 48.751102741464464], [3.020309438788216, 48.749154062750854], [3.026311908488033, 48.75837184903336], [3.028576902489126, 48.76182048761173], [3.040655965461867, 48.7598759084562], [3.046298974091162, 48.76642392139775], [3.044184308867735, 48.7727053313755], [3.048632201241235, 48.7764277977285], [3.038567134732313, 48.782506676394526], [3.040091649140499, 48.79698532650244], [3.058587705216359, 48.7986323974581], [3.073305226332443, 48.79691948750819]]]}";20122172.861;25973.4959344;77433;9.99;43.97;53.96;81.94;106.92;89.93;92.93;74.94;62.95;9.99;3.0
48.7733350283, 1.85224951107;"{""type"": ""Polygon"", ""coordinates"": [[[1.872763366999275, 48.79859678905908], [1.865522196130641, 48.78559931941709], [1.870596370990249, 48.77855175681761], [1.863017676082206, 48.77279203218601], [1.869032049481794, 48.7654786641781], [1.867626058506686, 48.760221032819885], [1.85900744235764, 48.75969061617946], [1.846615649840967, 48.768019386193565], [1.840408042811382, 48.76297447306887], [1.825255767175224, 48.76814135720098], [1.83429338400754, 48.77578957378468], [1.836214911885744, 48.78089701670495], [1.854607322443945, 48.778629138923634], [1.871384008771032, 48.79907678577139], [1.872763366999275, 48.79859678905908]]]}";5642633.80926;14426.7779795;78050;4.09;14.31;16.35;21.46;38.84;47.01;51.1;33.73;35.77;8.18;4.09
48.7615880341, 3.09603598123;"{""type"": ""Polygon"", ""coordinates"": [[[3.119432464579632, 48.76193393386747], [3.107856515059549, 48.732946639629844], [3.093909354919958, 48.733053512674815], [3.084505022833994, 48.72964002885045], [3.08363617086418, 48.73788353571405], [3.072210847112153, 48.74403732933713], [3.069975467962101, 48.75291906400545], [3.074916727317171, 48.75688014283147], [3.07811820161343, 48.788299737005154], [3.084874773518954, 48.78778794482039], [3.088077644612835, 48.78628299093457], [3.096704839820455, 48.79422082278782], [3.103216972497736, 48.794590907773284], [3.102022089455019, 48.785929411517735], [3.125168740039316, 48.77542029939278], [3.119432464579632, 48.76193393386747]]]}";18195863.9885;19167.2779564;77028;8.07;15.13;26.22;46.4;67.58;50.43;49.41;49.42;27.23;6.05;2.02
48.765258481, 3.21300400316;"{""type"": ""Polygon"", ""coordinates"": [[[3.243369698153497, 48.78733848349044], [3.246402264802411, 48.77007381594036], [3.243312456940758, 48.75756537886874], [3.249240999021118, 48.75041181046674], [3.250207933061863, 48.74463334306523], [3.245359337010536, 48.74348847075286], [3.242158106243341, 48.73793804448576], [3.234859929032569, 48.738868243568206], [3.213845583555605, 48.741541322409816], [3.209476601103351, 48.73839103564468], [3.201215210531176, 48.74158871926636], [3.199745492595098, 48.74215767648592], [3.203245853505049, 48.74630092430111], [3.192553313247533, 48.75032948734463], [3.188787121357385, 48.74959188927939], [3.181261645246785, 48.75331725229401], [3.171602040229572, 48.75150887068202], [3.164253714555072, 48.75698550293955], [3.192500641632274, 48.77259612479122], [3.170954100209452, 48.78184824603538], [3.178141806577607, 48.78843251080403], [3.218310238274309, 48.78945080382252], [3.243369698153497, 48.78733848349044]]]}";25300720.2776;23629.7700638;77116;12.14;34.39;55.62;83.94;89.0;97.09;77.87;71.81;46.52;11.12;7.08
48.7761196307, 2.33829868965;"{""type"": ""Polygon"", ""coordinates"": [[[2.367372019112959, 48.779402362735354], [2.349939116085449, 48.77108746788091], [2.335858071713777, 48.77351629209665], [2.332647902885343, 48.76467637046057], [2.31576564326486, 48.766661935012785], [2.319954194780073, 48.770709353682136], [2.325788156215825, 48.781923996752155], [2.340892976151446, 48.783965769369296], [2.343602008543528, 48.79101593915982], [2.351302258769305, 48.78018794572267], [2.367372019112959, 48.779402362735354]]]}";4117846.45853;11240.2663665;94038;276.04;1052.85;1708.18;1741.82;1921.39;2104.47;1854.31;2015.71;1498.42;411.42;116.74
48.7805992257, 2.31701134401;"{""type"": ""Polygon"", ""coordinates"": [[[2.318628225963844, 48.788056147885825], [2.325038687244696, 48.786348352525984], [2.325788156215825, 48.781923996752155], [2.319954194780073, 48.770709353682136], [2.312348464359752, 48.77211086017419], [2.314183064744065, 48.77672451005934], [2.306794389104433, 48.77741526306989], [2.310505041265219, 48.784889139389264], [2.312788885634715, 48.789880610581335], [2.318628225963844, 48.788056147885825]]]}";1805666.06943;5909.3992235;92014;87.72;718.25;1417.42;1225.57;1295.24;1242.18;1198.4;1199.9;1054.75;317.6;135.84
48.7563305897, 1.72509900769;"{""type"": ""Polygon"", ""coordinates"": [[[1.767364744493271, 48.76620317280704], [1.763880374546097, 48.73800175788869], [1.72242426497849, 48.74366719883214], [1.711408205601207, 48.736251004351764], [1.675230389708094, 48.7434119125652], [1.680955723745438, 48.75161068994476], [1.694663913857303, 48.75796591752384], [1.715060588729325, 48.756235448493214], [1.71653692426101, 48.762187866631294], [1.706419356091405, 48.76840948707881], [1.692823274842652, 48.76987128194494], [1.694263967236477, 48.77524825087348], [1.703407111325127, 48.77206194107913], [1.700560164646878, 48.780841263603996], [1.718786125676644, 48.7782346121799], [1.7268764752568, 48.786479796600304], [1.732892931341195, 48.7762957708849], [1.743172983392859, 48.77113382482499], [1.746675290775363, 48.76146656363769], [1.767364744493271, 48.76620317280704]]]}";19579633.2798;26344.2478981;78264;0.0;1.83;0.92;1.83;0.92;1.83;5.5;4.58;7.33;2.75;2.75
48.763424472, 2.68003397465;"{""type"": ""Polygon"", ""coordinates"": [[[2.713928728409041, 48.775311268883854], [2.709581678794688, 48.772600733787584], [2.714344389654204, 48.7601569240638], [2.703690862305869, 48.748653901924506], [2.673388672058248, 48.74405315547631], [2.666896049260884, 48.75331676879575], [2.65029071675779, 48.74906507158682], [2.644726705952201, 48.75533024583963], [2.651310942972556, 48.75772234968614], [2.643742321377502, 48.763318526376054], [2.636994660333531, 48.763210591077346], [2.640946502977572, 48.76881163952702], [2.648372796887459, 48.770716057838186], [2.649160286572577, 48.77479664793293], [2.671692529149578, 48.77490357377239], [2.665480690507284, 48.782008002444115], [2.704724593565994, 48.77628560228564], [2.704721876244886, 48.78143851880066], [2.712226911068091, 48.78238527771976], [2.713928728409041, 48.775311268883854]]]}";15784051.7406;19969.5980508;77350;239.31;1060.6;959.82;921.69;1387.49;1657.26;1484.33;1523.46;1004.85;255.93;66.04
